app_id,name,price,release_date,categories,genres,windows,mac,linux,has_achievements,has_dlc,review_score,review_count,developer,publisher,description,website,support_url,header_image,background_image,screenshots,movies,tags
3164500,Schedule I,16.99,N/A,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']",True,False,False,True,False,N/A,31012,TVGS,TVGS,"From small-time dope pusher to kingpin - manufacture and distribute a range of drugs throughout the grungy city of Hyland Point. Expand your empire with properties, businesses, employees and more.",https://www.scheduleonegame.com/,https://www.scheduleonegame.com/contact.html,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/header.jpg?t=1742853609,https://store.akamai.steamstatic.com/images/storepagebackground/app/3164500?t=1742853609,"['https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/ss_74961b6f52d7694b12c272c37d69551fc08a1ccb.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/ss_e4f243245a60f8a65eb82b1288ed67d8d8cf2b4e.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/ss_a73fcfbee67d95dd53858d0f3fb881181e0e9e8e.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/ss_793243d34ac132a3410ca5e7b520555f8b86b91c.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/ss_a9b00612e3e3bbc111a6dc53a5a861d38b77c9df.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/c792894199193adc8b04cf16b2fec45c5701b0f2/ss_c792894199193adc8b04cf16b2fec45c5701b0f2.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/550e3601d7d6515670e82e474bb2a8375a54b361/ss_550e3601d7d6515670e82e474bb2a8375a54b361.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/ss_0ad331417cf9010ae304f9a349806f04b8ce6a41.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/ss_8bfe9d1d17ec6311e77d74a36bdddd9773caa4cc.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/ss_083fde31401cb04f64f4333116161ebc870bbe83.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/ss_2b2c0164e316d118a285554a9077d9262a2e36d1.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/ss_94f5fe7c49e87043945b87962889aeff2ab30440.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/ss_db44eb50bc26396b8e6efd8abda426f29cbb5b4c.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/1cc08fcae61350f7f775fe386bc3f267072b984c/ss_1cc08fcae61350f7f775fe386bc3f267072b984c.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/ss_8117e70a4c107e6c464d9601fb2d98ce6d3152fa.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/ss_7397976e2acd20eb594ac7288bb41df928a951ff.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/ss_063a38426e19f4af3c1ae10f852801b17feef2cc.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/ss_60f83e811ed816897b548466a0dabb4139f0159d.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/ss_35d04ddf8d9e05784f4a9d8f7540c0a438252ae7.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/ss_1732a972870f954091bb31f9def7aaed8d5cfcc9.1920x1080.jpg?t=1742853609', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164500/ss_09e231f1d6d8314e8d9a994d3c91d84b4cebfa96.1920x1080.jpg?t=1742853609']","['http://video.akamai.steamstatic.com/store_trailers/257080424/movie480_vp9.webm?t=1733875324', 'http://video.akamai.steamstatic.com/store_trailers/257047509/movie480_vp9.webm?t=1733875328']",[]
526870,Satisfactory,27.99,N/A,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","['Adventure', 'Indie', 'Simulation', 'Strategy']",True,False,False,True,True,91,191540,Coffee Stain Studios,Coffee Stain Publishing,"Satisfactory is a first-person open-world factory building game with a dash of exploration and combat. Play alone or with friends, explore an alien planet, create multi-story factories, and enter conveyor belt heaven!",https://www.coffeestainstudios.com/,http://www.coffeestainstudios.com,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/header.jpg?t=1737364583,https://store.akamai.steamstatic.com/images/storepagebackground/app/526870?t=1737364583,"['https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/ss_9083ccf8fbb22c4068a6e233e3de343f815f9dc1.1920x1080.jpg?t=1737364583', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/ss_6f456011887f970dc230af5e1720065ca3430aae.1920x1080.jpg?t=1737364583', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/ss_b1104309f1c22c85de6ad6c401e6d889411c14d2.1920x1080.jpg?t=1737364583', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/ss_3f47e401fc3e09fd86500d2026da954de08a015b.1920x1080.jpg?t=1737364583', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/ss_077e7ea98621faeb5b4a73ea0aaa91f41c6f66c9.1920x1080.jpg?t=1737364583', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/ss_cff8791f06839134d09f4c865758193a7023b92f.1920x1080.jpg?t=1737364583', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/ss_9bd0410b1f4bbc26996d7082e20a0f7cb9002988.1920x1080.jpg?t=1737364583', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/ss_306f1c5828e3afeccea89f1d1f0e3f954a042bd7.1920x1080.jpg?t=1737364583', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/ss_d3ae27c85447a7eadd25b567d321e480252b2ef9.1920x1080.jpg?t=1737364583', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/ss_27d0900a30162e97241d0643b8476d02cd453a05.1920x1080.jpg?t=1737364583', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/ss_279a1e122f86b7c98931b42e38cac0fa91b996ce.1920x1080.jpg?t=1737364583', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/ss_c5d0d0c28593fee365901473c66fed6b5370ed9f.1920x1080.jpg?t=1737364583', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/ss_c42d82beff342eb1ce7a40b3015a27968655df40.1920x1080.jpg?t=1737364583', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/ss_96ec2963bd53dce761c2c0126dee97209274e72c.1920x1080.jpg?t=1737364583', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/ss_324fb3d8774ef3eadba136d4eae8c01cbdf14a83.1920x1080.jpg?t=1737364583', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/ss_6c410d20a203c68554c3b1b25e686c9fa7506070.1920x1080.jpg?t=1737364583', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/ss_b3609e0de9c0af3953b2c53bb9e7a741ad924948.1920x1080.jpg?t=1737364583']","['http://video.akamai.steamstatic.com/store_trailers/257053861/movie480_vp9.webm?t=1725980382', 'http://video.akamai.steamstatic.com/store_trailers/256906919/movie480_vp9.webm?t=1663699708', 'http://video.akamai.steamstatic.com/store_trailers/256861712/movie480_vp9.webm?t=1637686916', 'http://video.akamai.steamstatic.com/store_trailers/256830300/movie480_vp9.webm?t=1618397318', 'http://video.akamai.steamstatic.com/store_trailers/256788184/movie480_vp9.webm?t=1591635898', 'http://video.akamai.steamstatic.com/store_trailers/256774877/movie480.webm?t=1581455310', 'http://video.akamai.steamstatic.com/store_trailers/256719496/movie480.webm?t=1581455130']",[]
